VNQ830(SO28),"11,95 € (90,04 kn)",IC-SMD(SO28),9  - ima na lageru
VNQ810-ST,"9,42 € (70,97 kn)",IC DRIVER HIGH SIDE 3.5A 6.25W CH:4 (SO2,5  - ima na lageru
VNQ690SP-ST(SO10),"23,02 € (173,44 kn)",IC-SMD,2  - ima na lageru
VNQ660SPTR-ST(HSOP10),"13,94 € (105,03 kn)",IC POWER SWITCH 4out 6A,0  - pošalji upit
VNQ660SP-E-ST(SO10),"10,59 € (79,79 kn)",IC POWER SWITCH 4out 6A,2  - ima na lageru
VNQ5050AK-ST(SSOP24),"7,96 € (59,97 kn)",IC,5  - ima na lageru
VNQ05XSP16-ST,"8,27 € (62,31 kn)",IC,6  - ima na lageru
VNP20N07-ST,"5,42 € (40,84 kn)",IC-DRIVER;LOW-SIDE SW.;20A 50mR 83W(TO22,8  - ima na lageru
VNI4140K-ST(SSO24),"11,42 € (86,04 kn)","IC-POWER SWITCH-SIDE 700mA,CH4(POWERSSO2",5  - ima na lageru
VND830SP-ST,"10,00 € (75,35 kn)",IC-DOUB.CH.HIGH-SIDE DRV.(POW.SO10),2  - ima na lageru
VND830PEP-ST,"11,95 € (90,04 kn)",IC QUAD CH. SIDE DRIVER (SO24),10  - ima na lageru
VND830P-ST(SO16-W),"6,64 € (50,03 kn)","IC-DRIVER,HIGH-SIDE SWITCH,6A,CH2",10  - ima na lageru
VND830P-E-ST(SO16L),"6,90 € (51,99 kn)","IC-DRIVER,HIGH-SIDE SWITCH,6A,CH2",0  - pošalji upit
VND810SP-ST,"7,00 € (52,74 kn)",IC-POWER SWITCH HIGH SIDE 2out (POWER SO,11  - ima na lageru
VND810P-ST,"8,00 € (60,28 kn)",IC-POWER SWITCH HIGH SIDE 2out (SO16),14  - ima na lageru
VND810E-ST,"3,98 € (29,99 kn)",IC-POWER SWITCH HIGH SIDE 2out (SO16),2  - ima na lageru
VND600SPTR-E-ST,"7,37 € (55,53 kn)","IC-SMD-HIGH SIDE,25A,CH2(SO10)",4  - ima na lageru
VND5050AK-ST,"5,97 € (44,98 kn)",IC-HIGH SIDE DRIVER AUTOMOTIVE,11  - ima na lageru
VN920SP-E-ST,"5,02 € (37,82 kn)",IC-POWER SWITCH(POWER SO10),12  - ima na lageru
VN770K,"10,35 € (77,98 kn)",IC(SOIC-28),10  - ima na lageru
VN750PT-E-ST,"3,98 € (29,99 kn)",IC HIGH SIDE DRIVER (P2PAK),1  - ima na lageru
VN750PS-E-ST(SO8),"6,20 € (46,71 kn)",IC-SMD-POWER  SWITCH 36V 6A 60mR,0  - pošalji upit
VN5E160STR-ST,"5,31 € (40,01 kn)",IC-POWER SWITCH CH:1 10A (SO8),3  - ima na lageru
VN450-ST,"9,29 € (70,00 kn)",IC (SOP20),10  - ima na lageru
VN410-ST,"20,57 € (154,98 kn)",IC-MOSFET DRIVER(MULTIWATT-15),3  - ima na lageru
VN380SP-ST(SOP10),"6,14 € (46,26 kn)",IC-SMART SOLENOID DRIVER SOLID ST.RELAY,14  - ima na lageru
VN20N-ST,"10,87 € (81,90 kn)",IC(TO220-5),3  - ima na lageru
VN20AN-ST,"7,70 € (58,02 kn)",IC,0  - pošalji upit
VN16BSP-ST(POWERSO-10)USED,"12,77 € (96,22 kn)",IC,5  - ima na lageru
VN16B-ST(TO220-5)USED,"12,77 € (96,22 kn)",IC,5  - ima na lageru
VN06SP-ST(SO10),"7,30 € (55,00 kn)",IC-ISO HIGH SIDE SMART POWER,2  - ima na lageru
VN05N-E,"13,88 € (104,58 kn)",IC TO220 5pin,10  - ima na lageru
VN02N,"6,37 € (47,99 kn)",IC TO220-5pin.,0  - pošalji upit
VN02H-ST(TO220/5),"8,55 € (64,42 kn)",IC-HIGH SIDE SMART POWER SOLID STATE REL,5  - ima na lageru
VIPER53SP-E-ST(SMD),"5,82 € (43,85 kn)",IC-SMD(SO10),1  - ima na lageru
VIPER53DIP-ST,"4,00 € (30,14 kn)","IC-DRIVER,SPMS CONTR.2A,0-620V(DIP8)",8  - ima na lageru
VIPER50SP-ST(SO10),"5,87 € (44,23 kn)",IC-SWIT PWM SMPS POWER,8  - ima na lageru
VIPER50A-ST(TO220-5),"4,25 € (32,02 kn)","IC-DRIVER,SMPS CONTROLLER 1,5A 700V",9  - ima na lageru
VIPER28LN-ST(DIP8),"3,32 € (25,01 kn)",IC-AC/DC CONVERTERS,8  - ima na lageru
VIPER27LN,"3,05 € (22,98 kn)",IC(DIP7),5  - ima na lageru
VIPER27H-ST(SO16),"3,05 € (22,98 kn)",IC-SMD,3  - ima na lageru
VIPER26LD-ST,"3,32 € (25,01 kn)",IC-SMD-SMPS CONTROLLER(SO16),0  - pošalji upit
VIPER22ADIP-E-ST(MALAYSIA),"1,99 € (14,99 kn)",IC-LOW PWR SMPS CTRL 20W(DIP8),39  - ima na lageru
VIPER20ASP-ST,"5,97 € (44,98 kn)",IC-SMPS AC/DC 700V 0.4A (POWERSO-10),6  - ima na lageru
VIPER20A-ST(TO220),"3,85 € (29,01 kn)",IC-SMPS CTRL 700V 0.4A 57W,4  - ima na lageru
VIPER20A(DIP8),"3,85 € (29,01 kn)","SMPS CTRL 700V 0,4A 57W",4  - ima na lageru
VIPER17LN-ST,"3,59 € (27,05 kn)",IC-DC-DC CONVERTER(DIP7),8  - ima na lageru
VIPER17LD-ST(SOP16),"2,65 € (19,97 kn)",IC-SMD-AC/DC CONVERTER,3  - ima na lageru
VIPER17HD-ST,"3,98 € (29,99 kn)",IC-SMD-AC/DC CONVERTER(SO16),6  - ima na lageru
VIPER16LN-ST,"2,79 € (21,02 kn)",IC-PWM CONTROLLER(DIP7),39  - ima na lageru
VIPER16LD-ST(SO16),"4,34 € (32,70 kn)",IC-SMD-PWM CONTR 60kHz  800V 2.5A,6  - ima na lageru
VIPER16L-ST(SO16),"3,92 € (29,54 kn)",IC-SMD(SO16),0  - pošalji upit
VIPER16HN-ST,"3,32 € (25,01 kn)",IC(DIP7),14  - ima na lageru
VIPER12AS-E-ST(SO8),"1,46 € (11,00 kn)","IC-SMD-SMPS CONTROLLER 100uA,0-730V(SO8)",0  - pošalji upit
VIPER12A-ST,"1,85 € (13,94 kn)","IC-AC/DC SWITCHER,SMPS CONTR 13W=VIPER22",9  - ima na lageru
VIPER100ASP-E-ST,"6,31 € (47,54 kn)",IC-POWERSO-10TM,22  - ima na lageru
VIPER100A-ST,"5,00 € (37,67 kn)","IC-DRIVER,SMP CONTROLLER(TO220-5)",10  - ima na lageru
VIPER100-ST,"4,21 € (31,72 kn)","IC-DRIVER,SMPS CONT. 3A,0-600V(PENTAWAT)",0  - pošalji upit
VIPER06HS-ST(SSO10),"2,65 € (19,97 kn)",IC-SMD-AC/DC Converters,0  - pošalji upit
VIPER013HS-ST,"5,00 € (37,67 kn)",IC-AC/DC CONVERTER 4.5V-30V (SSOP10),4  - ima na lageru
VFC32KP-TI(DIP14),"27,62 € (208,10 kn)",IC-CONVERTER 11-20VDC 20mA,0  - pošalji upit
VDP3112BPPC2,"38,49 € (290,00 kn)",IC ORIGINAL PANASONIC,0  - pošalji upit
VDP3108B-ITT,"26,41 € (198,99 kn)",IC.3108B-C3,0  - pošalji upit
VCU2136ADIP-IT,"19,64 € (147,98 kn)",INTEGRIRANI KRUG,0  - pošalji upit
VCU2136A-ITT,"16,59 € (125,00 kn)",IC,0  - pošalji upit
VCU2136-SMD,"17,05 € (128,46 kn)",IC=VCU2133 ALI NE RADI SCART,0  - pošalji upit
VCU2133APLC-IT,"9,28 € (69,92 kn)",INTEGRIRANI KRUG-SMD,0  - pošalji upit
VCU2133ADIP-IT,"7,37 € (55,53 kn)",IC-DIL-HIGH SPEED (DE)CODER 40p,0  - pošalji upit
VCU2133A-ITT,"12,58 € (94,78 kn)",INTEGRIRANI KRUG HIGH SPEED,0  - pošalji upit
VCU2100-ITT,"16,59 € (125,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
VAD2150-ITT,"2,90 € (21,85 kn)",INTEGRIRANI KRUG,4  - ima na lageru
UTC3596-ADJ,"0,00 € (0,00 kn)",IC=LM2576T-ADJ(TO220-5),0  - pošalji upit
UTC2822M,"0,00 € (0,00 kn)",IC=TDA2822M=L272M,0  - pošalji upit
UTC2030,"0,00 € (0,00 kn)",TDA2030AV-ST,0  - pošalji upit
UTC2025,"0,00 € (0,00 kn)",IC=TEA2025B-ST,0  - pošalji upit
UTC1379,"0,00 € (0,00 kn)",IC=UPC1379,0  - pošalji upit
UT6264PC-70LL,"0,00 € (0,00 kn)",IC,0  - pošalji upit
USBN9604-28M-NSC,"10,29 € (77,53 kn)",IC-USB INTERFACE(SO28),8  - ima na lageru
UPD7556CS-NEC,"14,60 € (110,00 kn)",IC-4BIT SINGLE CMOS MICROCOMP. (DIP24),1  - ima na lageru
UPD75216ACWA75,"21,24 € (160,03 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPD75208CW139-NEC,"21,24 € (160,03 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPD7519G090-NEC,"21,24 € (160,03 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPD75106CW126,"34,51 € (260,02 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPD7507C060-NEC,"10,62 € (80,02 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPD6251C-NEC,"29,20 € (220,01 kn)",IC,0  - pošalji upit
UPD552C088-NEC,"21,24 € (160,03 kn)",INTEGRIRANI KRUG,1  - ima na lageru
UPD546C166-NEC,"10,62 € (80,02 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPD1986C-NEC,"3,65 € (27,50 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPD1937C-NEC,"3,84 € (28,93 kn)",,1  - ima na lageru
UPC844G-NEC(SO14),"3,98 € (29,99 kn)",IC-SMD-OPERATIONAL  AMPLIFIERS,4  - ima na lageru
UPC575C2-NEC,"1,04 € (7,84 kn)",2.0W POWER AMPLIFIER 8p,0  - pošalji upit
UPC574J-NEC,"1,06 € (7,99 kn)",REF-DIODE 33V FOR TUNER,8  - ima na lageru
UPC494C,"0,00 € (0,00 kn)",INTEGRIRANI KRUG=TL494C,0  - pošalji upit
UPC4742G-NEC(SO8),"11,50 € (86,65 kn)",IC-SMD- DUAL OPERATIONAL AMP.,5  - ima na lageru
UPC4570HA-NEC,"1,59 € (11,98 kn)",IC(SIL),1  - ima na lageru
UPC4560G-NEC,"0,00 € (0,00 kn)",IC=NJM4560M,0  - pošalji upit
UPC4558,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC4557C-NEC,"0,90 € (6,78 kn)",INTEGRIRANI KRUG,9  - ima na lageru
UPC451,"0,00 € (0,00 kn)",IC=LM224=LM324,0  - pošalji upit
UPC358,"0,00 € (0,00 kn)",IC=LM358N,0  - pošalji upit
UPC324,"0,00 € (0,00 kn)",IC=LM324,0  - pošalji upit
UPC2581V-NEC,"14,60 € (110,00 kn)",IC,10  - ima na lageru
UPC251C-NEC,"3,32 € (25,01 kn)",IC-DUAL OP AMP. (DIP8),3  - ima na lageru
UPC2500AH-NEC,"6,11 € (46,04 kn)",INTEGRIRANI KRUG,2  - ima na lageru
UPC2003,"0,00 € (0,00 kn)",,0  - pošalji upit
UPC2002,"0,00 € (0,00 kn)",IC,0  - pošalji upit
UPC1892CT-NEC,"4,65 € (35,04 kn)",INTEGRIRANI KRUG,2  - ima na lageru
UPC1571,"0,00 € (0,00 kn)",IC=NE571N,0  - pošalji upit
UPC1536,"11,55 € (87,02 kn)",INTEGRIRANI KRUG,1  - ima na lageru
UPC1534,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1533HA-NEC,"1,72 € (12,96 kn)",INTEGRIRANI KRUG,5  - ima na lageru
UPC1525-NEC,"5,57 € (41,97 kn)",IC,2  - ima na lageru
UPC1520CA-NEC,"2,99 € (22,53 kn)",INTEGRIRANI KRUG,5  - ima na lageru
UPC1514CA-NEC,"3,80 € (28,63 kn)",INTEGRIRANI KRUG,2  - ima na lageru
UPC1513HA-NEC,"0,97 € (7,31 kn)",INTEGRIRANI KRUG,5  - ima na lageru
UPC1505C-NEC,"7,13 € (53,72 kn)",INTEGRIRANI KRUG,2  - ima na lageru
UPC1498H-NEC,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,4  - ima na lageru
UPC1490HA-NEC,"1,06 € (7,99 kn)",INTEGRIRANI KRUG,23  - ima na lageru
UPC1490,"2,25 € (16,95 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1488H-NEC,"6,64 € (50,03 kn)",IC,5  - ima na lageru
UPC1484CA-NEC,"2,39 € (18,01 kn)",INTEGRIRANI KRUG,8  - ima na lageru
UPC1470H-NEC,"0,93 € (7,01 kn)",MOTOR SPEED REGULATOR,3  - ima na lageru
UPC1458C-NEC,"1,59 € (11,98 kn)",IC,10  - ima na lageru
UPC1421CA-NEC,"16,50 € (124,32 kn)",INTEGRIRANI KRUG,1  - ima na lageru
UPC1406HA-NEC,"1,19 € (8,97 kn)",INTEGRIRANI KRUG,2  - ima na lageru
UPC1403CA,"17,60 € (132,61 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1397C-NEC,"3,85 € (29,01 kn)",INTEGRIRANI KRUG,4  - ima na lageru
UPC1394C-NEC,"2,12 € (15,97 kn)",INTEGRIRANI KRUG,3  - ima na lageru
UPC1391HA-NEC,"1,17 € (8,82 kn)",IC-SOUND IF PROCESSOR 8p,5  - ima na lageru
UPC1382C,"2,85 € (21,47 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1379C-NEC,"2,06 € (15,52 kn)",INTEGRIRANI KRUG,5  - ima na lageru
UPC1378H-NEC,"4,38 € (33,00 kn)",INTEGRIRANI KRUG,3  - ima na lageru
UPC1377C-NEC,"3,45 € (25,99 kn)",IC-HORIZONTAL/VERTICAL DEFL.,3  - ima na lageru
UPC1377,"4,28 € (32,25 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1373HA-NEC,"0,82 € (6,18 kn)",INTEGRIRANI KRUG,3  - ima na lageru
UPC1366C-NEC,"1,13 € (8,51 kn)",IC-VIDEO IF PROCESSOR 14p,1  - ima na lageru
UPC1365C-NEC,"9,95 € (74,97 kn)",INTEGRIRANI KRUG,4  - ima na lageru
UPC1364C2-NEC,"3,19 € (24,04 kn)",CHROMINANCE PROCESSOR,10  - ima na lageru
UPC1363CA-NEC,"2,26 € (17,03 kn)",INTEGRIRANI KRUG,8  - ima na lageru
UPC1350C-NEC,"2,26 € (17,03 kn)",IC-PREAMP. + ALC 14p,1  - ima na lageru
UPC1342V-NEC,"6,10 € (45,96 kn)",IC,3  - ima na lageru
UPC1335V-NEC,"7,83 € (59,00 kn)",INTEGRIRANI KRUG,5  - ima na lageru
UPC1330HA-NEC,"0,73 € (5,50 kn)",IC REC/PB AUDIO HEAD SWITCH,1  - ima na lageru
UPC1320,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1318AV-NEC,"7,83 € (59,00 kn)",INTEGRIRANI KRUG,3  - ima na lageru
UPC1316C-NEC,"2,26 € (17,03 kn)",IC-ORIGINAL PRODUCT,0  - pošalji upit
UPC1313HA-NEC,"1,31 € (9,87 kn)",IC,9  - ima na lageru
UPC1310V-NEC,"6,60 € (49,73 kn)",INTEGRIRANI KRUG,5  - ima na lageru
UPC1298V-NEC,"16,59 € (125,00 kn)",IC(SQL14),10  - ima na lageru
UPC1297CA-NEC,"4,65 € (35,04 kn)",INTEGRIRANI KRUG,2  - ima na lageru
UPC1288V-NEC,"4,78 € (36,01 kn)",INTEGRIRANI KRUG,7  - ima na lageru
UPC1278H-NEC,"7,83 € (59,00 kn)",INTEGRIRANI KRUG,8  - ima na lageru
UPC1277H-NEC,"7,82 € (58,92 kn)",INTEGRIRANI KRUG,11  - ima na lageru
UPC1277,"4,28 € (32,25 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1270H-NEC,"6,00 € (45,21 kn)",IC-BIPOLAR ANALOG=UPC1225H,11  - ima na lageru
UPC1263,"2,39 € (18,01 kn)",INTEGRIRANI KRUG,1  - ima na lageru
UPC1255H-NEC,"5,97 € (44,98 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1251,"0,00 € (0,00 kn)",IC,0  - pošalji upit
UPC1242H-NEC,"11,68 € (88,00 kn)",IC,1  - ima na lageru
UPC1241H-NEC(ZIP8),"5,31 € (40,01 kn)",IC,3  - ima na lageru
UPC1238V-NEC,"0,00 € (0,00 kn)",IC=TDA2006,0  - pošalji upit
UPC1237HA-NEC,"5,18 € (39,03 kn)",IC,13  - ima na lageru
UPC1235C-NEC,"3,27 € (24,64 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1230H2-NEC,"9,81 € (73,91 kn)",INTEGRIRANI KRUG,4  - ima na lageru
UPC1228HA-NEC,"1,06 € (7,99 kn)",INTEGRIRANI KRUG,4  - ima na lageru
UPC1228,"1,90 € (14,32 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1225H-NEC,"6,64 € (50,03 kn)",IC(SIL12),10  - ima na lageru
UPC1213C-NEC,"2,26 € (17,03 kn)",INTEGRIRANI KRUG,1  - ima na lageru
UPC1188,"5,11 € (38,50 kn)",IC,2  - ima na lageru
UPC1185H-NEC,"5,18 € (39,03 kn)",INTEGRIRANI KRUG,9  - ima na lageru
UPC1182H-NEC,"3,29 € (24,79 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1181H-NEC,"3,14 € (23,66 kn)",IC=UPC1182H*KONTRA PINING,0  - pošalji upit
UPC1181,"4,05 € (30,51 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1165-OKI,"4,65 € (35,04 kn)",INTEGRIRANI KRUG,2  - ima na lageru
UPC1161C-NEC,"2,08 € (15,67 kn)",IC,4  - ima na lageru
UPC1158HA-NEC,"1,99 € (14,99 kn)",IC*RECORDER ALC 7p,3  - ima na lageru
UPC1094C/NEC,"3,19 € (24,04 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1094C-NEC,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1093J-NEC,"0,80 € (6,03 kn)",IC-ADJUSTABLE SHUNT REGULATOR,0  - pošalji upit
UPC1043C-NEC,"6,30 € (47,47 kn)",IC (DIP-16),5  - ima na lageru
UPC1042,"4,07 € (30,67 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1032,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1031H-NEC,"1,79 € (13,49 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1028,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPC1025H-NEC,"2,65 € (19,97 kn)",INTEGRIRANI KRUG,2  - ima na lageru
UPC1018C-NEC,"2,92 € (22,00 kn)",IC,10  - ima na lageru
UPA81C,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPA68HA-NEC,"6,78 € (51,08 kn)",IC(ZIP7),6  - ima na lageru
UPA63H-NEC,"8,49 € (63,97 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UPA2790GR-3SA-AT-NEC,"3,35 € (25,24 kn)",IC-SMD(SO8),18  - ima na lageru
UPA2003,"0,00 € (0,00 kn)",IC=ULN2003A,0  - pošalji upit
UPA1556AH-NEC,"10,29 € (77,53 kn)",IC,1  - ima na lageru
UP801S,"0,00 € (0,00 kn)",IC(SO8),0  - pošalji upit
UMC4N-7DIO8(SOT353-5),"1,99 € (14,99 kn)",IC-NPN/PNP TRANZISTOR,6  - ima na lageru
UM7106R,"0,00 € (0,00 kn)",IC-ADC,0  - pošalji upit
UM66T19,"0,33 € (2,49 kn)",IC,0  - pošalji upit
UM3758-120A,"0,00 € (0,00 kn)",INTEGRIRANI KRUG,0  - pošalji upit
UM3481A,"5,19 € (39,10 kn)",IC(DIP16),5  - ima na lageru
ULY7741,"0,00 € (0,00 kn)",IC(DIP8),0  - pošalji upit
ULY741,"0,51 € (3,84 kn)",IC(DIP8),0  - pošalji upit
ULV7741,"0,00 € (0,00 kn)",IC(DIP8),0  - pošalji upit
ULN3862A,"0,00 € (0,00 kn)",IC=MC3861B,0  - pošalji upit
